,NDVI_p25,NDVI_p50,NDVI_p75,NDVI_mean,NDVI_stdDev,NDVI_min,NDVI_max,EVI_p25,EVI_p50,EVI_p75,EVI_mean,EVI_stdDev,EVI_min,EVI_max,SAR_mean,SAR_stdDev,SAR_p25,SAR_p50,SAR_p75,SAR_min,SAR_max,NBR_mean,NBR_stdDev,NBR_p25,NBR_p50,NBR_p75,NBR_min,NBR_max,Event
0,,,,,,,,,,,,,,,0.02461248,0.220504371,0,0,0,0,2,,,,,,,,1
1,,,,,,,,,,,,,,,0.018387972,0.154672622,0,0,0,0,2,,,,,,,,1
2,-0.684596967,-0.83047768,-0.787800463,-0.8465966,-0.298169899,0.559103871,-2.274485237,24.9455171,25.06243454,25.18363733,19.9568009,-273.7786677,2535.125483,-11365.66929,0.021827967,0.189649733,0,0,0,0,2,-29.0228736,-1.904074129,-28.09258778,-29.41731749,-29.36637836,-21.56081608,-33.97360262,1
3,-0.169738828,-0.269642244,-0.214493046,-0.260471428,-0.148958161,0.578847442,-1.014007755,5.387628238,4.405479756,4.561352611,4.407845551,-1.383097636,5.718943856,-2.613441136,0.034166929,0.236687794,0,0,0,0,2,-30.56353105,-0.730406358,-30.09530448,-30.55934491,-30.48893923,-28.013397,-33.03803107,1
4,,,,,,,,,,,,,,,0.330468173,0.733320514,0,0,0,0,2,,,,,,,,1
5,-9.484709445,-11.01769569,-11.00614622,-10.38879973,-4.275926522,17.93664149,-43.53872782,-18.0529888,-18.0529888,-18.0529888,-18.56916892,-36.489545,476.6666667,-1495.625,0.014243081,0.157266529,0,0,0,0,2,4.808724338,-3.777758844,7.135965906,5.22230566,5.241822496,21.96493187,-28.47161417,1
6,-26.89641339,-31.88260925,-31.79285116,-33.11600025,-9.083242491,-13.27027973,-67.35209731,-43.72493217,-54.49432686,-54.28414767,-58.16885094,-20.90793829,-21.00472438,-158.5361854,0.033130526,0.217685919,0,0,0,0,2,-23.28243789,-8.729879967,-16.82735889,-22.60243732,-22.524112,-1.239029893,-57.86857946,1
7,,,,,,,,,,,,,,,0.170897334,0.538512605,0,0,0,0,2,,,,,,,,1
8,-0.400472869,-0.687583926,-0.624806382,-0.713987773,-0.525244426,0.986103043,-3.29516374,13.62968161,13.80183252,13.97387815,13.3799304,-102.8648317,1203.528342,-5609.167167,0.014609677,0.138468843,0,0,0,0,2,-29.04832313,-4.034901626,-26.08239951,-28.12478434,-28.05437763,-19.55317903,-45.55820416,1
9,-12.2145893,-16.51657645,-16.49916151,-17.51422559,-7.222700786,-2.404327807,-66.76658605,-25.10642947,-30.57415988,-30.57415988,-33.43335324,5.198224135,-572.8761779,607.7173767,0.042897016,0.251163625,0,0,0,0,2,-3.741255768,-7.607386118,0.531381678,-3.338669362,-3.309451593,19.36120953,-56.23346292,1
10,-11.31961574,-12.28326869,-12.27447483,-11.99690193,-2.830648886,1.094673928,-24.09592244,-15.96445936,-17.51314152,-17.50152222,-17.19080081,-4.110941668,2.107288361,-38.97561578,0.011982575,0.133398032,0,0,0,0,2,-5.632005225,-7.247744387,-2.033335719,-3.584354683,-3.57555872,5.402442054,-43.20118907,1
11,0.410118425,0.363293569,0.418576349,0.358092063,-0.057336983,-0.19813149,0.197896735,1.203759328,0.226720794,0.442904981,0.377896417,-0.441858174,-6.400358004,46.35500553,0.234572993,0.428203039,0,0,0,0,2,-36.01354897,-1.490434334,-34.90004408,-35.90311092,-35.84040617,-32.7339007,-39.63727255,1
12,-6.630041154,-7.976386389,-7.894037656,-8.476957823,-2.422415879,-3.606748376,-16.26459176,418.9151751,-402.9550126,-402.7674229,-232.6464825,-7990.649116,188250.0425,-296998.3923,0.027090335,0.187409893,0,0,0,0,2,-22.93096017,-2.68162957,-21.04790414,-23.12649302,-23.05609685,-15.85231491,-29.88890527,1
13,-14.84161517,-17.85558421,-17.76905275,-18.98851633,-6.315558839,-4.097650498,-57.00001222,-32.40901035,-32.27645115,-32.08132823,-45.89822836,-1087.840225,14333.4677,-59165.10333,0.033114962,0.196417758,0,0,0,0,2,-12.18908712,-9.085526613,-7.197789261,-12.21427909,-12.13189875,21.52777252,-48.49512457,1
14,-1.376818756,-1.902170122,-1.823660517,-2.328882723,-1.41898917,-0.014789664,-10.69855701,59.22046159,59.37651205,59.5720583,143.2115921,-3789.49135,176000.2441,-6197.992091,0.023102323,0.163141229,0,0,0,0,2,-22.57238964,-5.060316802,-19.48452208,-23.12267048,-23.03661427,1.608601736,-37.94873959,1
15,-27.68805081,-31.94066818,-31.88977039,-32.21489194,-7.573380797,-14.18064059,-66.99601208,-43.06526278,-51.44320003,-51.32704734,-52.87423047,-16.01151158,-20.0455131,-137.2442391,0.480262866,0.840159524,0,0,1,0,2,-20.70360039,-7.386981585,-16.10925549,-20.75834498,-20.71551597,0.846868577,-55.97040995,1
16,-22.0647194,-23.98667412,-23.90076059,-24.59609641,-3.809388496,-13.97569225,-46.30060554,-63.56973995,-82.38511702,-82.21164332,-85.14757145,-27.01469839,-41.38589501,-504.2471751,0.210690368,0.601256085,0,0,0,0,2,15.45462951,-7.159027413,20.47134252,16.53589775,16.60628034,32.16378433,-20.88374343,1
17,-1.038215015,-1.199505889,-1.132860501,-1.310131887,-0.426662475,-0.572502512,-4.352093588,32.80561863,21.48243227,21.65387141,28.59399761,-50.84106564,1836.879245,-1506.718976,0.030030412,0.199982098,0,0,0,0,2,-24.14765906,-1.746416293,-23.04347439,-24.54978744,-24.47954293,-17.46188844,-30.20045986,1
18,-28.76390003,-32.80086228,-32.73872417,-34.03224388,-7.245637649,-17.43497792,-66.35657829,-39.90405649,-47.59052195,-47.47364161,-51.20545884,-15.28323699,-21.82473461,-131.950575,0.015173383,0.147139197,0,0,0,0,2,-25.40728227,-6.328355207,-20.87388629,-24.74650687,-24.69568722,-8.308579002,-57.38181859,1
19,,,,,,,,,,,,,,,0.656466355,0.92954433,0,0,2,0,2,,,,,,,,1
20,-7.919412912,-9.089844675,-9.074257213,-7.898667777,-9.225329656,42.80497853,-43.63069599,-25.58657485,-25.5637437,-25.53228989,-2.589670961,-1254.487927,71249.14405,-16186.81535,0.063641362,0.268301661,0,0,0,0,2,-14.86095099,-11.98229469,-9.911294917,-11.45258222,-11.43307675,-2.346438466,-75.16066872,1
21,-15.27854762,-17.98667627,-17.95956113,-18.93468076,-5.739037147,-3.007996204,-54.4863477,-25.14928353,-29.00919031,-28.96263588,-31.49235694,-9.667104744,-5.68778591,-108.8088019,0.193810566,0.585124507,0,0,0,0,2,13.62231908,-6.920686768,18.37999334,14.12087676,14.15994034,32.73040584,-25.34541273,1
22,-17.24851823,-21.50804613,-21.45740888,-22.76047022,-7.985623869,-6.199639755,-72.1676251,-34.28219831,-40.19075466,-40.0816548,-46.83677493,-22.78565347,726.3007621,-364.0983224,0.023583688,0.183839456,0,0,0,0,2,-10.67537911,-7.620570819,-5.837817856,-9.673251184,-9.626590881,35.74337251,-64.20508552,1
23,-5.939858669,-7.992717347,-7.906509979,-9.03232597,-4.467075151,-1.085621007,-38.6699632,175.4435003,-174.8569384,-174.6533512,9.948356278,-2333.224124,61000.10135,-57122.98306,0.034784655,0.196965005,0,0,0,0,2,-16.86986057,-8.198936952,-11.052954,-15.66896025,-15.59498439,9.389007643,-45.0223485,1
24,-1.038215015,-1.199505889,-1.132860501,-1.310131887,-0.426662475,-0.572502512,-4.352093588,32.80561863,21.48243227,21.65387141,28.59399761,-50.84106564,1836.879245,-1506.718976,0.038791864,0.194200022,0,0,0,0,2,-24.14765906,-1.746416293,-23.04347439,-24.54978744,-24.47954293,-17.46188844,-30.20045986,1
25,-12.99367046,-35.16045151,-35.06300378,-35.26270735,-22.10898699,-2.970017685,-84.8680173,-124.5912425,-124.5912425,-124.5912425,-154.4634143,-5331.918062,124566.6667,-291512.8571,0.036085268,0.233956517,0,0,0,0,2,-24.86995621,-17.02915853,-10.11015044,-20.52294282,-20.40230085,3.496632672,-73.10791008,1
26,28.85510273,-8.096921516,-8.027087358,1.383824045,-25.62023289,36.9317889,-72.36218094,-16.38099502,-16.38099502,-16.38099502,-30.47601333,-79.67941899,2028.387097,-3075.631313,0.162275062,0.51450227,0,0,0,0,2,-27.86844174,-12.96772913,-14.13599019,-31.54252238,-31.50750998,-6.591541128,-62.55665738,1
27,-1.16406261,-1.541273158,-1.486530753,-1.667417884,-0.712038968,1.391106489,-5.166890037,29.18668541,29.30344179,29.44490904,25.02870994,-225.2408769,1389.993894,-11498.3744,0.021299471,0.158137769,0,0,0,0,2,-24.4015275,-2.159400279,-23.04713759,-24.36680519,-24.31608448,-15.56580043,-32.04434151,1
28,-33.1326248,-36.85922825,-36.81222467,-37.75470804,-14.47282011,20.82270286,-99.23529412,-64.83564869,-64.83564869,-64.83564869,-65.78762805,-60.29929744,1166.904762,-1968.933824,0.299317215,0.703500749,0,0,0,0,2,-19.82060269,-11.74824832,-13.59363974,-18.98559997,-18.62627163,36.98024661,-81.46298039,1
29,-0.557322287,-0.673698068,-0.599531192,-0.728215195,-0.266186312,0.403526886,-2.371937327,22.53009181,22.73336327,22.95278247,25.98853565,-542.9790203,30000.29655,-8051.501502,0.03185684,0.18198352,0,0,0,0,2,-28.13073842,-1.848547904,-27.19227635,-28.54025743,-28.44257787,-20.39490833,-32.25698545,1
30,-9.456844003,-10.63806226,-10.59162932,-10.70357587,-1.8591623,-6.512540034,-16.61813712,-365.183649,-365.183649,-365.183649,-282.8534848,-8934.578745,278987.381,-213978.5294,0.265722486,0.443692798,0,0,1,0,2,-26.11867563,-1.654105174,-25.00898656,-26.22293254,-26.16863364,-18.86848398,-31.64424461,1
31,-22.62345879,-25.6629461,-25.43249132,-25.13759511,-6.972683644,63.76859726,-46.9389762,-72.8324486,-72.8324486,-72.75430907,-95.40178992,-214.4351932,8458.187135,-3237.603708,0.040805813,0.22828591,0,0,0,0,2,10.7881725,-7.368664944,14.9802586,11.99746166,12.18500357,29.17241379,-37.29438483,1
32,-26.64792553,-32.41524177,-32.33750324,-33.50248504,-11.32834203,-2.968506117,-71.32314837,-44.85365961,-57.28201077,-57.28201077,-62.98793341,6.027537227,-1658.333333,-7.928403756,0.074512091,0.31569758,0,0,0,0,2,-19.82612423,-12.0796367,-11.02470378,-19.61249282,-19.55795729,9.687606425,-61.36675889,1
33,-10.78009535,-11.65803308,-11.64923923,-11.9939221,-1.758644352,-6.392139367,-25.24465375,-15.1767296,-16.53890203,-16.52728273,-17.15990641,-2.856375765,-10.18124068,-40.60596275,0.0226889,0.176483561,0,0,0,0,2,-2.210682858,-2.188210384,-0.908807302,-2.078162932,-2.069366969,6.184876282,-12.45564654,1
34,-0.557322287,-0.673698068,-0.599531192,-0.728215195,-0.266186312,0.403526886,-2.371937327,22.53009181,22.73336327,22.95278247,25.98853565,-542.9790203,30000.29655,-8051.501502,0.03185684,0.18198352,0,0,0,0,2,-28.13073842,-1.848547904,-27.19227635,-28.54025743,-28.44257787,-20.39490833,-32.25698545,1
35,,,,,,,,,,,,,,,0.019715085,0.144502879,0,0,0,0,2,,,,,,,,1
36,-6.630041154,-7.976386389,-7.894037656,-8.476957823,-2.422415879,-3.606748376,-16.26459176,418.9151751,-402.9550126,-402.7674229,-232.6464825,-7990.649116,188250.0425,-296998.3923,0.032092095,0.196865965,0,0,0,0,2,-22.93096017,-2.68162957,-21.04790414,-23.12649302,-23.05609685,-15.85231491,-29.88890527,1
37,-13.35713705,-19.55743215,-19.52409563,-18.84042334,-7.104846045,-2.452928193,-53.18276201,-25.19468337,-39.08837974,-39.01019054,-38.80750143,-17.09181227,-6.601472808,-139.2624324,0.02758439,0.185442316,0,0,0,0,2,-8.48505321,-6.974342477,-4.870680717,-9.124925667,-9.089589814,14.32283734,-42.48257005,1
38,,,,,,,,,,,,,,,0.023884342,0.176946927,0,0,0,0,2,,,,,,,,1
39,-13.84987004,-16.14919056,-16.0982089,-16.62289415,-4.016743997,-7.81864041,-43.00351406,-58.91397616,-71.44100138,-71.32357639,-74.43725637,-32.82185741,-31.00738765,-940.6276265,0.009941574,0.117882087,0,0,0,0,2,-24.70204794,-4.129089217,-22.2617065,-24.56414562,-24.5053447,-8.452042786,-43.04926742,1
40,-15.28862536,-17.88444627,-17.80209753,-18.45377879,-4.329760805,-8.565414806,-42.19593051,-74.0138618,-73.79529351,-73.60770387,-83.29186182,-205.7691462,11988.93142,-1302.86704,0.009471929,0.133326571,0,0,0,0,2,-4.900612077,-2.991526555,-2.738778495,-4.619773183,-4.549377008,2.890944828,-22.598843,1
41,,,,,,,,,,,,,,,0.043566504,0.273723583,0,0,0,0,2,,,,,,,,1
42,-2.677534389,-3.834203034,-3.824533475,-3.738972095,-1.82909064,3.50554442,-11.51665852,195.1493557,-199.5316688,-199.5123053,-111.2709285,-4335.543901,83499.97035,-156499.0849,0.022712831,0.165322793,0,0,0,0,2,-21.96247579,-7.332121256,-16.92650775,-20.4222346,-20.4064832,-8.176086254,-66.23093397,1
43,-9.189352188,-10.73066509,-10.71297948,-11.27092736,-3.121990653,-0.764401497,-33.74209722,-15.26699154,-17.97812604,-17.94500667,-18.92176481,-5.414674575,-1.388203381,-65.71154159,0.012183066,0.128114218,0,0,0,0,2,6.313155861,-4.95595765,9.577820777,6.88217434,6.915441906,20.69656552,-18.00140327,1
44,-36.53057022,-49.66631514,-49.53726566,-49.14548916,-14.8814751,-18.42601886,-83.74115794,-79.93565082,-140.8074776,-140.8074776,-130.7348173,-236.8482773,9693.947368,-8890.681818,0.014104491,0.137262583,0,0,0,0,2,-26.14779697,-25.43938013,-7.38238603,-29.09174935,-28.91163682,35.64664291,-72.51892495,1
45,-16.83732767,-20.70439001,-20.66921657,-22.69378936,-9.893263244,-6.061434118,-75.68350689,-28.24937448,-35.23503582,-35.14925909,-39.4735058,-22.34946171,-8.815187029,-181.0479916,0.062774126,0.339099771,0,0,0,0,2,-9.622290114,-12.0024004,-1.824062118,-7.259959771,-7.220616682,13.41614918,-66.03890394,1
46,-16.85933447,-19.71521344,-19.6527897,-20.86421329,-5.498872941,-9.338470419,-47.53387441,-47.3700334,-56.57720227,-56.45167396,-59.22021291,-18.3078575,-17.20210241,-285.1090817,0.014486594,0.16049449,0,0,0,0,2,-9.077261743,-5.831013809,-5.510827528,-8.384923688,-8.330568728,5.130419949,-36.40331581,1
47,-9.212556536,-13.6276569,-13.55727409,-14.41791106,-6.530121397,-2.417377375,-40.81131078,-83.6661088,-83.50951272,-83.3535467,-58.31621402,-922.3312017,35333.45097,-21498.53329,0.288856545,0.696412103,0,0,0,0,2,-12.65832318,-10.55699041,-3.996845962,-12.16024071,-12.09038599,12.43448312,-44.36347143,1
48,-2.453113266,-3.594348151,-3.516393441,-4.353664363,-3.056366579,2.146207972,-27.69960612,66.85961008,67.09817763,67.34349411,22.52072593,-1158.86501,23549.96753,-39301.19048,0.160555056,0.528308936,0,0,0,0,2,-5.813455396,-7.428958614,-1.175662726,-6.163030817,-6.076756522,21.8115339,-30.37309493,1
49,-6.220747352,-6.329632534,-6.328645134,-6.322624326,-0.189952486,-5.297990473,-7.577916121,-9.393958827,-9.564778974,-9.563071207,-9.562272055,-0.270470885,-8.229665139,-11.58970712,0.033643233,0.200939294,0,0,0,0,2,7.303415839,-0.574595794,7.616580161,7.349855,7.352534771,8.702410875,4.144927803,1
50,-5.093324567,-7.040783465,-7.001925476,-7.301248117,-4.068445026,-0.990739202,-45.46429475,-142.3032888,-142.3032888,-142.3032888,-174.7264867,-3541.094255,31915.71429,-155175,0.083675134,0.362506014,0,0,0,0,2,-20.15170283,-5.812516954,-15.96812648,-19.06024614,-18.99388327,-7.432808876,-46.35969344,1
51,-10.72763757,-12.51677945,-12.43826985,-12.86957612,-2.76531073,-7.336030964,-26.22522171,-119.4754006,-119.3193502,-119.1238039,-31.88675418,-4086.552111,237250.2441,-27931.32542,0.008312801,0.102475317,0,0,0,0,2,-2.052508916,-3.420780381,0.392594514,-1.678608098,-1.592551891,7.461585592,-14.29623483,1
52,-8.303397201,-17.58418827,-17.48674054,-24.03592426,-19.14385693,-0.841571784,-84.18472393,495.7721843,-377.0525395,-377.0525395,34.73538381,-9332.722368,285316.6667,-165512.8571,0.016875666,0.140020673,0,0,0,0,2,-24.79991826,-13.81922424,-14.78740662,-20.53144832,-20.41080635,-3.791264642,-74.60526405,1
53,-2.951519555,-3.515307553,-3.495956534,-3.37847357,-3.306529738,14.05040955,-25.47038673,-113.1722601,-113.1415237,-113.1099664,-99.54131921,-2416.017706,35164.90412,-125499.1649,0.107277145,0.413834792,0,0,0,0,2,-15.41069644,-8.567641658,-9.107762207,-12.20984686,-12.18236649,-4.581466315,-54.40826765,1
54,-9.212556536,-13.6276569,-13.55727409,-14.41791106,-6.530121397,-2.417377375,-40.81131078,-83.6661088,-83.50951272,-83.3535467,-58.31621402,-922.3312017,35333.45097,-21498.53329,0.120947009,0.325194349,0,0,0,0,2,-12.65832318,-10.55699041,-3.996845962,-12.16024071,-12.09038599,12.43448312,-44.36347143,1
55,-7.803314767,-9.424928559,-9.35868382,-9.64171095,-2.57068433,-3.618545985,-21.7958486,-88.23175187,-88.13023997,-88.00432763,-128.0609878,-2806.242703,31230.9286,-121748.5665,0.014669257,0.157975736,0,0,0,0,2,-2.117156819,-4.236342268,0.926501766,-1.771382907,-1.70118081,11.01512385,-20.43372446,1
56,28.77615153,-8.096899973,-8.019658626,1.361565293,-25.57716759,36.85808663,-72.30813118,-16.49002395,-16.49002395,-16.49002395,-30.47376473,-80.68976072,2064.787234,-3165.909091,0.162741474,0.426846163,0,0,0,0,2,-27.84303027,-12.96443127,-14.11661217,-31.51878851,-31.48013979,-6.570484473,-62.50771715,1
57,-12.65432162,-16.65357564,-16.52085647,-17.72768631,-6.758270234,-6.697206733,-55.88324988,-288.9160221,-288.6343077,-288.2136233,-44.05044391,-6106.887181,200250.2937,-97621.84075,0.01049394,0.136436438,0,0,0,0,2,-9.663894011,-5.522870811,-5.862504909,-9.112174588,-8.962960214,5.608949209,-38.84654965,1
58,-14.10517777,-16.0350842,-15.99219277,-17.82044518,-6.845930085,-4.891373347,-77.5348552,-20.49684144,-24.32943794,-24.25162568,-28.21397565,-13.95471349,-9.168364222,-174.088825,0.073290451,0.325554715,0,0,0,0,2,-5.377352711,-7.325802288,-1.345937468,-4.071453379,-4.03629507,6.481010209,-67.24634735,1
59,-12.2145893,-16.51657645,-16.49916151,-17.51422559,-7.222700786,-2.404327807,-66.76658605,-25.10642947,-30.57415988,-30.57415988,-33.43335324,5.198224135,-572.8761779,607.7173767,0.051771006,0.267224603,0,0,0,0,2,-3.741255768,-7.607386118,0.531381678,-3.338669362,-3.309451593,19.36120953,-56.23346292,1
60,-12.2145893,-16.51657645,-16.49916151,-17.51422559,-7.222700786,-2.404327807,-66.76658605,-25.10642947,-30.57415988,-30.57415988,-33.43335324,5.198224135,-572.8761779,607.7173767,0.051771006,0.267224603,0,0,0,0,2,-3.741255768,-7.607386118,0.531381678,-3.338669362,-3.309451593,19.36120953,-56.23346292,1
61,-23.2131449,-25.52844376,-25.47759405,-25.3334956,-4.931409898,-8.326819933,-50.89229545,-43.49240373,-48.91311468,-48.8114241,-51.08274639,-12.14103006,-25.06285425,-154.1248426,0.06206098,0.250037199,0,0,0,0,2,-9.353182792,-5.794621851,-5.470638593,-7.979679313,-7.924995194,1.455915318,-36.19804008,1
62,-15.28862536,-17.88444627,-17.80209753,-18.45377879,-4.329760805,-8.565414806,-42.19593051,-74.0138618,-73.79529351,-73.60770387,-83.29186182,-205.7691462,11988.93142,-1302.86704,0.033142961,0.23538725,0,0,0,0,2,-4.900612077,-2.991526555,-2.738778495,-4.619773183,-4.549377008,2.890944828,-22.598843,1
63,-7.195074941,-11.03104618,-10.96481988,-17.09645701,-12.78208521,6.251355977,-96.29554898,-158.8704999,-158.8085596,-158.667831,-135.0014742,-3182.087205,73999.87423,-101247.8086,0.232560751,0.422930645,0,0,0,0,2,-33.72132617,-11.01887731,-28.24118807,-34.37316112,-34.17002301,19.93056909,-69.82206995,1
64,-11.68610167,-15.96889762,-15.93969682,-15.30481551,-4.532931687,-1.836121211,-43.13689479,-22.06850284,-22.04905133,-22.0019686,-23.24825584,-25.06409913,1230.218014,-365.8471518,0.01297506,0.13839394,0,0,0,0,2,-16.19638928,-8.872341791,-9.457637217,-14.53322128,-14.50770245,4.670946723,-44.64388788,1
65,-18.12884412,-22.35208082,-22.29733841,-22.52817528,-5.716216123,-9.557922023,-42.29244291,-43.61216917,-57.57573932,-57.43427207,-57.84869954,-16.71614375,-27.72912521,-176.6838119,0.01812237,0.177672808,0,0,0,0,2,-7.245155772,-4.847177881,-3.8662163,-6.926755834,-6.876035125,2.297206448,-32.16155465,1
66,-6.410520919,-11.82481779,-11.77437838,-17.22180801,-17.44614396,22.20314056,-96.31535523,-133.6444442,-133.6444442,-133.6444442,-89.66032032,-2722.167616,121821.1111,-67164.6,0.067183322,0.252989413,0,0,0,0,2,-68.28424948,-12.70672672,-65.26361857,-71.4423507,-71.39568922,75.61722618,-84.98490687,1
67,-12.9531816,-14.10291994,-14.03223679,-17.75599638,-7.987425599,-8.719007505,-58.91288072,-22.72463822,-25.04548727,-25.04548727,-32.87390577,-13.65017954,-109.5924928,-30.83991117,0.027086509,0.197007694,0,0,0,0,2,-13.82117041,-6.43044415,-10.15637219,-11.49226483,-11.43728364,-4.552931882,-51.23509732,1
68,0.628539495,0.575180105,0.576633739,0.577768775,-0.077862427,0.88117099,0.331936449,-4.124041739,-4.575741882,-4.564258211,-4.599180451,-0.702565202,-2.68179863,-8.020964437,0.024615567,0.212844608,0,0,0,0,2,-53.59960406,-1.328844859,-52.52380896,-53.65523658,-53.6425523,-50.52403971,-56.47864168,1
69,-10.3458863,-12.16675886,-12.12400012,-12.66910135,-3.200743955,-5.986830631,-29.6363525,-98.07089141,-97.9624234,-97.86098225,-116.3301374,-735.9355197,24562.65105,-15498.48159,0.012754809,0.147087058,0,0,0,0,2,-2.437276156,-3.611095491,0.033473947,-1.677083553,-1.630118013,7.272586458,-20.68991788,1
70,-11.42270399,-13.35964287,-13.32841061,-14.21856152,-4.555121217,-6.088106364,-58.63130035,-20.50010784,-23.57365651,-23.52667949,-25.87080826,-9.302413424,-12.64539184,-144.4952629,0.047991827,0.263362195,0,0,0,0,2,-5.265049277,-4.144097114,-2.883856945,-4.791536506,-4.764196104,3.49050337,-46.34700698,1
71,-4.529353089,-5.688850045,-5.679180485,-6.008065495,-1.905958659,-2.156877813,-14.50910377,-59.1848785,-59.16937739,-59.15001383,-118.5955401,-3978.521316,9374.970345,-233499.0849,0.057436437,0.282712683,0,0,0,0,2,-7.393455331,-2.245499732,-5.929107518,-7.285913415,-7.270162015,0.443133647,-18.83304085,1
72,-18.44019054,-22.72140859,-22.71604326,-22.89228576,-5.796553416,-9.665798499,-42.9531152,-44.43396151,-58.51428804,-58.51428804,-58.76102319,-14.65869695,-41.79081566,-63.30940989,0.014350445,0.154416236,0,0,0,0,2,-7.196475323,-4.906302111,-3.776988535,-6.878282339,-6.863619616,2.482571128,-32.35224211,1
73,-12.88216745,-16.33940058,-16.296437,-17.19732688,-5.94004822,-4.762227996,-62.68369315,-26.64770867,-34.41035477,-34.34015056,-39.34355758,-17.10273652,-14.18374255,-150.3803669,0.039026548,0.258832408,0,0,0,0,2,-18.77360428,-13.11012397,-7.903735696,-14.09796644,-14.0473344,4.152725025,-59.41636278,1
74,-12.54973788,-16.06262682,-16.00438889,-17.3246529,-6.794682021,1.639228337,-58.74477708,-20.49021302,-26.63320481,-26.63320481,-29.3614599,-11.90783063,7.770869018,-79.49802594,0.049171186,0.283442969,0,0,0,0,2,-3.750563246,-7.14767216,0.964891651,-2.507473411,-2.460089116,21.66294925,-48.38087762,1
75,-4.029227706,-10.93254441,-10.86803921,-22.55026273,-25.53033905,4.375210226,-99.47041636,-121.3234351,-121.1994506,-120.9792439,-185.7406112,-4343.402323,15018.09016,-253997.6559,0.174289102,0.379739049,0,0,0,0,2,-76.15963147,-15.64943988,-71.61030895,-82.42840055,-82.3660395,62.61685742,-93.5336398,1
76,-17.19966835,-22.60079047,-22.526536,-25.03776748,-10.30579449,-5.400629995,-69.84272653,-33.63262404,-44.40397282,-44.2328633,-51.2643004,-23.57057745,-11.7911445,-178.2103916,0.028405923,0.214396039,0,0,0,0,2,-13.82934717,-9.243501881,-7.604428056,-12.2169737,-12.14297316,17.95193372,-58.85735691,1
77,-18.2375821,-21.09371117,-21.04505724,-20.76368769,-3.952746284,-3.448968417,-35.33764033,-25.73696866,-30.39174918,-30.39174918,-30.51313244,-5.792268036,-50.63356455,-44.42307692,0.018416311,0.16213084,0,0,0,0,2,-10.890931,-9.076520814,-4.365816142,-9.027926836,-9.002270731,5.643817972,-43.28299378,1
78,-7.674134385,-8.741659732,-8.724031119,-9.210343657,-1.922020614,-5.320424912,-19.20656941,-14.9764855,-17.08513559,-17.04795848,-18.10443867,-3.961274694,-10.17449206,-40.50415393,0.05367171,0.283077867,0,0,0,0,2,-10.21676101,-1.582656168,-9.010796253,-10.06671515,-10.05403336,-6.423720436,-19.15554988,1
79,,,,,,,,,,,,,,,0.080462361,0.347642079,0,0,0,0,2,,,,,,,,1
80,-12.9531816,-14.10291994,-14.03223679,-17.75599638,-7.987425599,-8.719007505,-58.91288072,-22.72463822,-25.04548727,-25.04548727,-32.87390577,-13.65017954,-109.5924928,-30.83991117,0.027086509,0.197007694,0,0,0,0,2,-13.82117041,-6.43044415,-10.15637219,-11.49226483,-11.43728364,-4.552931882,-51.23509732,1
81,-15.47148068,-18.16625704,-18.14465305,-18.71449399,-4.42810414,-8.544636169,-42.75873535,-78.6091791,-70.38829155,-70.38829155,-81.58294304,-126.1159969,10106.38889,1665.525292,0.021315576,0.188151909,0,0,0,0,2,-4.832948362,-3.062723892,-2.619403085,-4.552910359,-4.534427866,3.204849143,-22.86572754,1
82,-11.660414,-12.79206898,-12.74136373,-13.11484136,-2.639650538,-5.253325053,-31.5466699,-38.21162964,-44.00687577,-43.92137373,-46.11815127,-11.72089427,-17.26281189,-114.0895951,0.031550139,0.212397446,0,0,0,0,2,-8.33968347,-3.270789222,-6.025018617,-7.942080708,-7.887527562,-0.314593369,-28.07224984,1
83,-20.93473222,-24.65350425,-24.62432245,-26.82124646,-7.942305278,-13.85161223,-61.43355556,-37.4738866,-45.2989434,-43.08426829,-49.70297912,-1.045185333,-362.4441833,269.6254682,0.046140874,0.281262453,0,0,0,0,2,-19.98109236,-10.92870344,-12.71669914,-17.71769159,-17.67082625,9.090564369,-66.89293526,1
84,,,,,,,,,,,,,,,0.053661735,0.307242392,0,0,0,0,2,,,,,,,,1
85,-16.563826,-17.82481642,-17.80617478,-18.13681935,-2.270902665,-10.045067,-29.17072409,-23.23661972,-25.76332302,-25.76332302,-25.82032343,23.94671765,-326.1448592,1172.259863,0.01970435,0.142612182,0,0,0,0,2,-3.466301366,-4.603157002,0.272404152,-3.021376293,-2.990282289,7.177062706,-24.19468544,1
86,,,,,,,,,,,,,,,0.025198203,0.193892405,0,0,0,0,2,,,,,,,,1
87,-20.10842852,-22.44726089,-22.41409471,-22.58467813,-3.716262091,-11.42349575,-42.39912749,-30.49131392,-34.40791501,-34.40791501,-34.93096835,3.595875882,-253.5910007,124.7220497,0.03337258,0.183316525,0,0,0,0,2,-8.308798301,-8.519903496,-2.118718988,-7.595984211,-7.568660538,13.44443491,-38.45249799,1
88,-39.14542424,-46.09855863,-46.0011109,-46.77972955,-11.24890368,-11.09117905,-78.48819214,-67.55859403,-82.3847103,-82.3847103,-86.94045512,-9.289363539,-705.2740008,302.8499157,0.10025067,0.422292789,0,0,0,0,2,-27.84702046,-13.59389516,-17.90430852,-26.37175854,-26.25111658,8.161122931,-70.44462519,1
